ACCTTYPE,IMPDESCRIPTION,EXT CONDITION,INT CONDITION,IMPQUALITY,AYB,EYB,IMPNETSF,BEDROOMCOUNT,BATHCOUNT,MaxOfCURR ACT,ECONOMICAREACODE
Residential,CONVENTION,Average,,Average,1996,1996,1504.0,3.0,2.0,417200,8
Residential,CONVENTION,Average,,Average Plus,1993,1993,2675.0,3.0,2.0,509990,8
Residential,CONVENTION,Average,,Average,2006,2006,2014.0,2.0,2.0,476710,8
Residential,SUMMER SFR,Average,,Fair,2001,2001,1292.0,2.0,2.0,456630,8
Residential,SUMMER SFR,Average,,Fair,1982,1982,1376.0,1.0,1.0,234460,8
Residential,DOME,Minimum,,Fair,1975,1975,826.0,2.0,1.0,35030,8
Residential,A FRAME,Average,,Fair,1979,1979,1424.0,1.0,2.0,214760,8
Residential,Single Family Dwelling,Below Average,,Fair,1981,1985,1384.0,3.0,3.0,261860,8
Residential,LOG HOME,Average,,Average,1979,1979,782.0,1.0,1.0,190670,8
Residential,CONVENTION,Average,,Fair,1966,1980,840.0,2.0,2.0,215780,8
Residential,CONVENTION,Average,,Average,1985,1985,1439.0,2.0,2.0,550360,8
Residential,CONVENTION,Average,,Fair,1966,1974,1128.0,2.0,1.0,268290,8
Residential,Single Family Dwelling,Average,,Average,1999,2002,0.0,3.0,2.0,555590,8
Residential,Single Family Dwelling,Average,Average,Good,1989,1989,1450.0,3.0,2.0,660050,8
Residential,Single Family Dwelling,Average,,Fair Plus,1982,1982,1548.0,3.0,1.0,287930,8
Residential,CONVENTION,Average,,Average,1977,1990,1176.0,2.0,1.0,284040,8
Residential,Single Family Dwelling,Average,,Fair,1969,1976,432.0,1.0,1.0,125210,8
Residential,CONVENTION,Average,,Fair,1982,1982,1360.0,3.0,1.0,232270,8
Residential,SUMMER SFR,Average,,Fair,1980,1980,880.0,2.0,1.0,304460,8
Residential,Single Family Dwelling,Average,Good,Average,2005,2005,1777.0,2.0,3.0,548970,8
Residential,SUMMER SFR,Average,Average,Fair,1981,1985,980.0,2.0,1.0,237060,8
Residential,A FRAME,Average,,Fair,1976,1976,1407.0,2.0,1.0,224480,8
Residential,Single Family Dwelling,Good,Good,Average,2011,2011,1351.0,1.0,2.0,360050,8
Residential,A FRAME,Average,,Fair,1980,1980,1348.0,0.0,2.0,206200,8
Residential,CONVENTION,Average,,Fair,1989,1989,1328.0,3.0,1.0,262290,8
Residential,LOG HOME,Average,,Average,1993,1993,1584.0,3.0,2.0,335080,8
Residential,LINE CABIN,Salvage,,Poor,1910,1943,384.0,0.0,0.0,86320,8
Residential,Single Family Dwelling,Average,Average,Fair Plus,2006,2006,1186.0,2.0,2.0,276660,8
Residential,Single Family Dwelling,Good,Average,Average,2003,2003,672.0,1.0,2.0,185210,8
Residential,Single Family Dwelling,Average,,Fair,1985,1985,1248.0,3.0,1.0,317910,8
Residential,LOG HOME,Good,,Good,2001,2001,2164.0,3.0,3.0,762450,8
Residential,Single Family Dwelling,Average,Average,Average,1997,2000,2072.0,2.0,2.0,438950,8
Residential,SUMMER SFR,Average,,Fair,1990,1990,831.0,2.0,1.0,211930,8
Residential,Single Family Dwelling,Average,,Fair,1976,1976,936.0,2.0,1.0,166390,8
Residential,CONVENTION,Average,,Average,2005,2005,2428.0,3.0,3.0,509840,8
Residential,Single Family Dwelling,Average,Average,Average,1978,1978,2094.0,3.0,3.0,520000,8
Residential,LOG HOME,Average,,Average,1983,1983,1312.0,2.0,2.0,302810,8
Residential,LOG HOME,Average,Average,Fair,2000,2000,966.0,1.0,1.0,290230,8
Residential,Single Family Dwelling,Average,Average,Average,1994,1994,1314.0,3.0,2.0,298590,8
Residential,SUMMER SFR,Below Average,,Fair,1940,1959,636.0,1.0,1.0,130860,8
Residential,Single Family Dwelling,Average,,Fair Plus,1975,1980,1488.0,2.0,1.0,494020,8
Residential,SUMMER SFR,Average,,Fair,1996,1996,768.0,2.0,1.0,204790,8
Residential,Single Family Dwelling,Average,,Average,1994,1994,1498.0,2.0,2.0,329360,8
Residential,A FRAME,Average,,Fair,1979,1979,1384.0,2.0,2.0,275520,8
Residential,CONVENTION,Average,,Fair,1974,1984,1428.0,3.0,1.0,449680,8
Residential,CABIN,Average,,Fair,2002,2002,722.0,1.0,0.0,211910,8
Residential,Single Family Dwelling,Excellent,,Average Plus,2023,2023,1447.0,2.0,2.0,887240,8
Residential,CONVENTION,Good,Good,Average,2007,2007,2296.0,2.0,3.0,571130,8
Residential,Single Family Dwelling,Average,Average,Average,2005,2005,688.0,1.0,1.0,520000,8
Residential,CONVENTION,Below Average,,Fair,1985,1985,2288.0,3.0,1.0,490390,8
Residential,Single Family Dwelling,Below Average,Below Average,Poor,1985,1985,288.0,1.0,0.0,141760,8
Residential,SUMMER SFR,Average,,Low,1980,1980,480.0,0.0,0.0,141760,8
Residential,Single Family Dwelling,Excellent,Excellent,Average,2014,2014,748.0,2.0,2.0,582310,8
Residential,SUMMER SFR,Average,Average,Fair,1985,1985,1680.0,2.0,1.0,343620,8
Residential,CONVENTION,Average,,Fair,1980,1985,1288.0,2.0,1.0,405430,8
Residential,RANCH,Average,,Fair,1990,1990,1456.0,2.0,2.0,353630,8
Residential,Single Family Dwelling,Below Average,Average,Fair,1985,1985,1380.0,3.0,1.0,269650,8
Residential,SUMMER SFR,Below Average,,Low,1991,1991,464.0,0.0,1.0,143870,8
Residential,Single Family Dwelling,Excellent,Excellent,Average,2018,2018,1222.0,3.0,2.0,743440,8
Residential,Single Family Dwelling,Excellent,Good,Average,2014,2014,1587.0,2.0,2.0,494310,8
Residential,SUMMER SFR,Average,,Fair,1985,1995,864.0,2.0,1.0,234500,8
Residential,Single Family Dwelling,Good,Good,Fair,2011,2011,936.0,2.0,1.0,250380,8
Residential,Single Family Dwelling,Good,Good,Average,2013,2013,1165.0,1.0,2.0,330350,8
Residential,Single Family Dwelling,Good,Excellent,Fair,2020,2020,1216.0,2.0,1.0,594220,8
Residential,SUMMER SFR,Average,,Fair,2004,2004,1320.0,4.0,2.0,427890,8
Residential,EC 8 MANUFACT PURGED/ MSO,Average,,Good,2006,2006,1855.0,4.0,2.0,474010,8
Residential,Single Family Dwelling,Average,Average,Average,2001,2001,1958.0,3.0,2.0,714820,8
Residential,Single Family Dwelling,Average,,Average,1988,1988,1273.0,3.0,2.0,530090,8
Residential,GEODESIC,Average,,Average,1986,1986,2144.0,2.0,3.0,155320,8
Residential,Single Family Dwelling,Average,,Average,1993,1993,1200.0,1.0,1.0,258370,8
Residential,A FRAME,Average,,Fair,1997,1997,1254.0,2.0,2.0,272680,8
Residential,Single Family Dwelling,Average,Average,Average,1974,1974,1222.0,3.0,2.0,352760,8
Residential,Single Family Dwelling,Average,Below Average,Fair,1983,1983,912.0,1.0,1.0,189990,8
Residential,LOG HOME,Average,,Average,2000,2000,960.0,2.0,1.0,294860,8
Residential,Single Family Dwelling,Average,Average,Fair,1993,1993,1092.0,2.0,1.0,295140,8
Residential,POLYGON,Average,,Fair,1979,1979,816.0,2.0,1.0,152850,8
Residential,Single Family Dwelling,Good,,Fair,1979,1988,1700.0,2.0,2.0,249820,8
Residential,CONVENTION,Average,,Fair,1979,1979,996.0,0.0,2.0,179270,8
Residential,CONVENTION,Average,,Fair,1988,1988,1590.0,0.0,2.0,296380,8
Residential,Single Family Dwelling,Good,,Average Plus,2007,2007,1624.0,3.0,3.0,497650,8
Residential,CONVENTION,Average,,Fair,1994,1994,2088.0,2.0,3.0,352600,8
Residential,Single Family Dwelling,Average,Average,Average,1982,1989,3079.0,4.0,5.0,577820,8
Residential,Single Family Dwelling,Good,Good,Average Plus,1996,1996,3111.0,4.0,3.0,1794980,6
Residential,CONVENTION,Average,Average,Fair Plus,1959,1973,3270.0,4.0,3.0,1804470,6
Residential,Single Family Dwelling,Good,Good,Very Good,1979,1998,3156.0,5.0,5.0,3891770,6
Residential,SUMMER SFR,Average,,Low,1977,1984,1296.0,1.0,1.0,240940,8
Residential,Single Family Dwelling,Average,,Low,1971,1977,1092.0,1.0,1.0,205320,8
Residential,CABIN,Average,,Low,1971,1977,672.0,1.0,1.0,174050,8
Residential,Single Family Dwelling,Average,,Low,1971,1980,612.0,1.0,1.0,163010,8
Residential,Single Family Dwelling,Below Average,,Low,1929,1953,810.0,1.0,0.0,155580,8
Residential,SUMMER SFR,Below Average,,Low,1980,1980,1074.0,1.0,1.0,204510,8
Residential,CONVENTION,Average,,Fair,1959,1973,1086.0,1.0,1.0,306740,8
Residential,Single Family Dwelling,Average,,Low,1965,1967,1074.0,1.0,1.0,246530,8
Residential,Single Family Dwelling,Average,,Average,1983,1983,1350.0,2.0,2.0,442960,8
Residential,SUMMER SFR,Average,,Fair,1959,1970,780.0,1.0,1.0,233520,8
Residential,Single Family Dwelling,Good,Average,Average,1961,2000,876.0,1.0,1.0,373210,8
Residential,Single Family Dwelling,Below Average,,Average,1979,1979,1418.0,3.0,2.0,585430,6
Residential,CONVENTION,Average,,Average,1995,1995,2849.0,3.0,3.0,1188400,6
Residential,CONVENTION,Average,Average,Fair,1977,1977,1736.0,5.0,3.0,941790,6
Residential,Single Family Dwelling,Excellent,Excellent,Good,2019,2019,1516.0,3.0,4.0,1813290,6
Residential,CONVENTION,Average,,Average,1990,1990,2740.0,3.0,2.0,1254940,6
Residential,CONVENTION,Average,,Average,1981,1981,3087.0,3.0,4.0,1317830,6
Residential,Single Family Dwelling,Good,Average,Average Plus,1976,1988,2179.0,4.0,3.0,1386470,6
Residential,Single Family Dwelling,Average,,Good,1990,1993,3846.0,4.0,4.0,1869220,6
Residential,CONVENTION,Good,,Average,1979,1979,2110.0,5.0,4.0,1370290,6
Residential,Single Family Dwelling,Average,Average,Average,1980,1995,1376.0,3.0,2.0,1007170,6
Residential,Single Family Dwelling,Excellent,Excellent,Average,2017,2017,2280.0,3.0,3.0,1402190,6
Residential,CONVENTION,Average,,Good,2006,2006,2047.0,4.0,4.0,1646630,6
Residential,Single Family Dwelling,Average,,Average,1979,1984,2200.0,5.0,4.0,1313320,6
Residential,Single Family Dwelling,Average,Average,Average,1990,2000,2266.0,3.0,3.0,1169980,6
Residential,Single Family Dwelling,Good,Good,Good,2002,2002,0.0,3.0,2.0,1864390,6
Residential,Single Family Dwelling,Excellent,Excellent,Average Plus,2020,2020,1920.0,4.0,3.0,1454720,6
Residential,CONVENTION,Average,Average,Average,1999,1999,2051.0,4.0,4.0,1138770,6
Residential,LOG HOME,Very Good,,Average Plus,1994,2012,1754.0,3.0,3.0,1575200,6
Residential,Single Family Dwelling,Average,,Average,2004,2004,3204.0,4.0,4.0,1302400,6
Residential,Single Family Dwelling,Very Good,Very Good,Average,1989,2000,3224.0,5.0,5.0,1694990,6
Residential,CONVENTION,Average,,Average,1999,1999,2612.0,3.0,3.0,1216310,6
Residential,CONVENTION,Average,,Average,1981,1983,2560.0,3.0,3.0,1208070,6
Residential,CONVENTION,Average,Average,Average,2000,2000,2144.0,3.0,3.0,1145880,6
Residential,Single Family Dwelling,Excellent,Excellent,Good,2021,2021,1260.0,3.0,3.0,1716040,6
Residential,CONVENTIONAL,Average,,Fair Plus,1990,1992,1500.0,3.0,2.0,944650,6
Residential,Single Family Dwelling,Average,Good,Average Plus,2004,2004,2704.0,4.0,3.0,1353010,6
Residential,CONVENTION,Average,,Average,1988,1988,2113.0,3.0,3.0,1144830,6
Residential,Single Family Dwelling,Average,,Good,1987,2001,3189.0,4.0,4.0,1745410,6
Residential,CONVENTION,Average,,Fair,1978,1978,2015.0,0.0,2.0,889840,6
Residential,CONVENTION,Average,,Average,1993,1993,2558.0,3.0,3.0,1208870,6
Residential,Single Family Dwelling,Average,,Average,2006,2006,1084.0,3.0,3.0,1101190,6
Residential,CONVENTION,Average,,Good,1992,1996,2967.0,4.0,4.0,1716510,6
Residential,Single Family Dwelling,Good,,Average,2003,2003,1056.0,2.0,2.0,1213510,6
Residential,CONVENTION,Average,,Average,1979,1982,2646.0,4.0,4.0,1234320,6
Residential,Single Family Dwelling,Average,Average,Average,1995,1997,2119.0,4.0,3.0,1285010,6
Residential,Single Family Dwelling,Good,Very Good,Good,1992,2006,3223.0,4.0,5.0,1943730,6
Residential,CONVENTION,Average,,Average,1979,1979,2754.0,5.0,3.0,1242270,6
Residential,CONVENTION,Average,,Average Plus,1999,1999,1416.0,3.0,4.0,1327000,6
Residential,CONVENTION,Average,,Average,1998,1998,3040.0,4.0,4.0,1276900,6
Residential,Single Family Dwelling,Average,Good,Good,2001,2001,2721.0,6.0,5.0,1830220,6
Residential,Single Family Dwelling,Excellent,Excellent,Average Plus,2021,2021,1041.0,3.0,3.0,1439590,6
Residential,CONVENTION,Average,,Average,1982,1984,3192.0,4.0,3.0,1313650,6
Residential,Single Family Dwelling,Very Good,,Good,1973,2006,1829.0,4.0,4.0,2048280,6
Residential,Single Family Dwelling,Very Good,Very Good,Average,1985,1991,1647.0,3.0,2.0,1244510,6
Residential,Single Family Dwelling,Average,Average,Average,1973,1978,1554.0,3.0,3.0,1029840,6
Residential,Single Family Dwelling,Excellent,,Good,2022,2022,0.0,5.0,5.0,820220,6
Residential,Single Family Dwelling,Very Good,Very Good,Good,2011,2011,1935.0,3.0,2.0,1920940,6
Residential,Single Family Dwelling,Very Good,Very Good,Good,2015,2015,2653.0,3.0,3.0,2044670,6
Residential,CONVENTION,Average,,Fair,1973,1973,1380.0,3.0,2.0,843620,6
Residential,Single Family Dwelling,Very Good,Very Good,Good,2001,2001,1990.0,3.0,3.0,1798840,6
Residential,Single Family Residence,Average,Average,Average,1973,1980,3058.0,4.0,3.0,1286930,6
Residential,CONVENTION,Good,,Good Plus,2006,2006,2790.0,6.0,5.0,2398770,6
Residential,Single Family Dwelling,Average,Average,Average,1974,1979,1254.0,3.0,2.0,958970,6
Residential,CONVENTION,Average,,Average Plus,1994,1994,2274.0,4.0,4.0,1280450,6
Residential,CONVENTION,Average,,Average,1993,1993,1790.0,3.0,2.0,1081470,6
Residential,Single Family Dwelling,Good,Very Good,Average,1974,1992,0.0,5.0,4.0,1292030,6
Residential,CONVENTION,Average,,Average,1995,1995,2172.0,3.0,3.0,1136400,6
Residential,Single Family Dwelling,Good,Good,Average,1981,1996,1672.0,3.0,2.0,1172800,6
Residential,Single Family Dwelling,Average,Average,Average,1974,1987,2888.0,3.0,4.0,1257400,6
Residential,Single Family Dwelling,Average,,Fair,1940,1980,1901.0,3.0,2.0,850220,6
Residential,CONVENTION,Average,,Average,1978,1978,1463.0,3.0,2.0,1006600,6
Residential,Single Family Dwelling,Below Average,,Fair,1975,1975,2057.0,3.0,2.0,543700,6
Residential,Single Family Dwelling,Average,,Average,2000,2000,2624.0,3.0,3.0,1220080,6
Residential,Single Family Dwelling,Excellent,Excellent,Good,2016,2016,1444.0,3.0,5.0,2451140,6
Residential,Single Family Dwelling,Average,Average,Good,1991,1991,0.0,4.0,4.0,1525990,6
Residential,Single Family Dwelling,Good,Good,Good,2013,2013,2738.0,4.0,4.0,2275190,6
Residential,Single Family Dwelling,Average,,Good,1996,1996,2293.0,3.0,5.0,2120690,6
Residential,Single Family Dwelling,Average,,Good,2002,2002,3203.0,4.0,5.0,2338280,6
Residential,Single Family Dwelling,Good,Good,Very Good,2000,2007,2545.0,2.0,3.0,3781680,6
Residential,Single Family Dwelling,Very Good,Very Good,Good Plus,1998,1998,2947.0,4.0,4.0,3188730,6
Residential,Single Family Dwelling,Very Good,Very Good,Average Plus,1994,2017,3650.0,4.0,3.0,1479120,6
Residential,CONVENTION,Average,Average,Average,1996,1996,3042.0,3.0,2.0,1513240,6
Residential,Single Family Dwelling,Average,,Average Plus,1994,1994,4560.0,4.0,4.0,1911470,6
Residential,Single Family Dwelling,Average,Good,Good,1998,1998,2004.0,3.0,4.0,2054690,6
Residential,Single Family Dwelling,Average,,Good,1991,1991,3553.0,4.0,4.0,2151500,6
Residential,Single Family Dwelling,Average,,Good,1997,1997,3262.0,5.0,4.0,2288380,6
Residential,CONVENTION,Average,,Good,1991,1996,2410.0,4.0,5.0,2301960,6
Residential,CONVENTION,Average,,Good,1992,1993,3302.0,4.0,5.0,2326750,6
Residential,Single Family Dwelling,Good,,Good Plus,1986,1986,1636.0,5.0,5.0,2950790,6
Residential,CONVENTION,Average,,Good,1987,1987,2684.0,3.0,4.0,1957680,6
Residential,Single Family Dwelling,Good,Good,Fair,1974,1998,2498.0,3.0,2.0,1034090,6
Residential,GEODESIC,Average,,Fair,1973,1981,1333.0,1.0,1.0,267570,6
Residential,CONVENTION,Average,,Average,1980,1980,1316.0,0.0,2.0,951470,6
Residential,CONVENTION,Average,Average,Average,1985,1988,1632.0,3.0,2.0,1125720,6
Residential,Single Family Dwelling,Average,,Fair,1973,1992,1687.0,1.0,1.0,827630,6
Residential,Single Family Dwelling,Good,Good,Good,1991,2007,2957.0,3.0,3.0,2868570,6
Residential,Single Family Dwelling,Very Good,Good,Good,1970,1997,3350.0,4.0,5.0,3325120,6
Residential,Single Family Dwelling,Very Good,Very Good,Average Plus,1976,2021,1239.0,4.0,2.0,2636370,6
Residential,Single Family Dwelling,Good,Very Good,Good,1974,2000,,3.0,4.0,3340370,6
Residential,CONVENTION,Average,,Good,1995,1995,2585.0,4.0,4.0,3114260,6
Residential,CONVENTION,Average,Average,Average,1977,1990,2012.0,3.0,2.0,1843770,6
Residential,Single Family Dwelling,Good,Good,Average,1971,1990,1384.0,2.0,1.0,1645200,6
Residential,CONVENTION,Average,,Excellent,2005,2005,4904.0,3.0,6.0,6210300,6
Residential,CONVENTION,Average,Average,Average,1977,1977,1882.0,3.0,3.0,1955490,6
Residential,Single Family Dwelling,Very Good,Good,Good,1992,1995,,2.0,2.0,2678660,6
Residential,CONVENTION,Average,,Fair,1971,1978,1872.0,3.0,2.0,1324710,6
Residential,Single Family Dwelling,Average,Average,Very Good,1999,1999,3896.0,4.0,6.0,5121470,6
Residential,Single Family Dwelling,Good,Good,Very Good,1999,1999,3570.0,3.0,4.0,5043430,6
Residential,Single Family Dwelling,Average,Good,Good,1986,1994,2947.0,3.0,4.0,2639390,6
Residential,CONVENTION,Average,,Average Plus,1993,1993,1734.0,4.0,3.0,2088470,6
Residential,Single Family Dwelling,Average,Average,Average Plus,1970,1986,3164.0,4.0,4.0,2305790,6
Residential,Single Family Dwelling,Good,Very Good,Good,1996,1996,3124.0,4.0,5.0,3373100,6
Residential,Single Family Dwelling,Good,Good,Good,1973,1991,2512.0,5.0,4.0,3222820,6
Residential,CONVENTION,Average,,Average,1973,1981,3514.0,3.0,4.0,2138050,6
Residential,OTHER,Below Average,Below Average,Low,1973,1973,1448.0,1.0,1.0,525700,6
Residential,CONVENTION,Very Good,,Good Plus,1995,1996,4313.0,5.0,4.0,3766940,6
Residential,Single Family Dwelling,Excellent,Excellent,Good,2021,2022,3705.0,3.0,4.0,2627230,6
Residential,Single Family Dwelling,Average,Average,Average,1994,1994,2252.0,2.0,3.0,1331130,6
Residential,Single Family Dwelling,Excellent,Excellent,Excellent,2021,2021,0.0,6.0,6.0,5327210,6
Residential,CONVENTION,Average,,Average,1992,1992,1983.0,4.0,4.0,1388760,6
Residential,Single Family Dwelling,Good,Very Good,Very Good,2010,2010,3989.0,4.0,5.0,3914660,6
Residential,Single Family Dwelling,Average,,Good,1993,1996,2773.0,4.0,4.0,2059350,6
Residential,Single Family Dwelling,Average,Average,Average,1993,1993,2559.0,3.0,3.0,1689740,6
Residential,LOG HOME,Average,,Fair,1994,1994,2002.0,2.0,2.0,1051730,6
Residential,Single Family Dwelling,Good,Good,Average,2014,2014,1090.0,1.0,1.0,575400,8
Residential,SUMMER SFR,Average,,Fair,1985,1985,960.0,0.0,0.0,288700,8
Residential,Single Family Dwelling,Average,Average,Fair,1990,1990,1735.0,2.0,1.0,472830,8
Residential,Single Family Dwelling,Average,,Fair,1987,1987,1280.0,1.0,1.0,366180,8
Residential,SUMMER SFR,Average,,Fair,1974,1981,714.0,1.0,1.0,224660,8
Residential,SUMMER SFR,Average,,Fair,1973,1973,672.0,2.0,0.0,208930,8
Residential,CONVENTION,Average,,Average,1985,1998,3752.0,4.0,4.0,1450120,8
Residential,CABIN,Average,,Fair,1985,1985,1812.0,1.0,1.0,589330,8
Residential,SUMMER SFR,Average,,Fair,1997,1997,900.0,1.0,0.0,325920,8
Residential,CABIN,Average,,Low,1942,1968,713.0,1.0,0.0,178070,8
Residential,Single Family Dwelling,Excellent,Excellent,Average Plus,2019,2019,1188.0,2.0,2.0,971220,8
Residential,Single Family Dwelling,Excellent,Excellent,Average,2021,2022,2108.0,4.0,2.0,579640,8
Residential,Single Family Dwelling,Below Average,Below Average,Fair,1978,1978,1119.0,1.0,1.0,255020,8
Residential,Single Family Dwelling,Average,Average,Good,2008,2008,1477.0,2.0,2.0,967240,8
Residential,Single Family Dwelling,Average,Average,Average,1992,1992,1232.0,2.0,2.0,547430,8
Residential,Single Family Dwelling,Average,Average,Average,1981,1981,1384.0,3.0,1.0,413930,8
Residential,SUMMER SFR,Below Average,,Fair,1986,1986,1568.0,3.0,1.0,343260,8
Residential,Single Family Dwelling,Average,Below Average,Fair,1979,1979,1160.0,0.0,0.0,329100,8
Residential,Single Family Dwelling,Average,,Fair,1976,1976,608.0,1.0,1.0,194500,8
Residential,SUMMER SFR,Average,,Fair,1987,1987,1550.0,2.0,1.0,426760,8
Residential,Single Family Dwelling,Average,,Fair,1979,1979,1110.0,1.0,0.0,317700,8
Residential,Single Family Dwelling,Average,Average,Fair,1982,1982,805.0,2.0,1.0,301260,8
Residential,Single Family Dwelling,Average,Average,Fair,2010,2010,962.0,,0.0,188500,8
Residential,Single Family Dwelling,Good,,Average,2015,2015,660.0,1.0,1.0,355840,8
Residential,Single Family Dwelling,Below Average,Below Average,Fair,1992,1992,576.0,1.0,1.0,241030,8
Residential,Single Family Dwelling,Average,Below Average,Fair,1984,1992,849.0,2.0,1.0,269310,8
Residential,CABIN,Average,,Fair,2007,2007,1080.0,1.0,1.0,395910,8
Residential,EC 6 MANUFACT PURGED/ MSO,Good,,Good,2008,2012,1344.0,3.0,2.0,1264970,6
Residential,Single Family Dwelling,Very Good,Very Good,Average,2015,2015,2453.0,3.0,3.0,1222710,6
Residential,SUMMER SFR,Below Average,,Fair,1966,1974,912.0,1.0,1.0,551940,6
Residential,Single Family Dwelling,Very Good,Good,Good,2008,2010,1744.0,3.0,3.0,1921900,6
Residential,Single Family Dwelling,Average,,Fair,1976,1988,2941.0,2.0,2.0,1364790,6
Residential,CONVENTION,Average,,Average,1994,1994,2411.0,5.0,3.0,1236890,6
Residential,Single Family Dwelling,Excellent,Excellent,Average,2017,2017,1652.0,2.0,3.0,1326930,6
Residential,Single Family Dwelling,Average,,Fair,1973,1990,1728.0,3.0,3.0,910200,6
Residential,Single Family Dwelling,Good,,Average,1993,2009,,4.0,3.0,1000130,6
Residential,LOG HOME,Average,,Average,1992,1992,1464.0,2.0,1.0,1100340,6
Residential,Single Family Dwelling,Average,Good,Average,2003,2003,2088.0,3.0,2.0,1223540,6
Residential,Duplex,Average,Average,Fair,1983,1988,3264.0,3.0,3.0,1127760,6
Residential,Single Family Dwelling,Average,,Average,1976,1983,1697.0,3.0,1.0,1164430,6
Residential,Single Family Dwelling,Average,Average,Average,1995,1995,2491.0,3.0,3.0,1190350,6
Residential,CONVENTION,Average,,Average,1996,1996,2924.0,3.0,2.0,1325390,6
Residential,Single Family Dwelling,Average,,Fair,1976,1976,1389.0,3.0,2.0,664950,6
Residential,CONVENTION,Average,,Average,1999,1999,2680.0,4.0,3.0,1285150,6
Residential,Single Family Dwelling,Average,,Average,1992,1992,2638.0,3.0,3.0,1280020,6
Residential,Single Family Dwelling,Average,Average,Fair,1977,1991,2917.0,4.0,4.0,1055400,6
Residential,CONVENTION,Average,,Average,1979,1979,2139.0,3.0,3.0,1195940,6
Residential,Single Family Dwelling,Very Good,Good,Average,1979,1980,2106.0,3.0,3.0,1444010,6
Residential,CONVENTION,Average,,Average,1975,1975,1286.0,0.0,2.0,1015970,6
Residential,CONVENTION,Average,,Average,1994,1994,2570.0,3.0,3.0,1264960,6
Residential,CONVENTION,Average,,Good,2000,2000,3005.0,4.0,4.0,1803130,6
Residential,CONVENTION,Average,,Average,1991,1991,2638.0,3.0,3.0,1401810,6
Residential,Single Family Dwelling,Average,,Average,1980,1984,1516.0,3.0,2.0,1073590,6
Residential,CONVENTION,Average,,Average,2001,2001,1845.0,4.0,3.0,1139190,6
Residential,Single Family Dwelling,Good,Good,Average,1999,1999,2833.0,4.0,3.0,1433830,6
Residential,Duplex,Below Average,,Fair,1977,1977,2032.0,3.0,2.0,552740,6
Residential,Single Family Dwelling,Average,,Average,1994,1994,3072.0,3.0,2.0,1337160,6
Residential,CONVENTION,Average,,Average,1994,1994,1647.0,3.0,2.0,1092760,6
Residential,Single Family Dwelling,Average,,Average,1985,1998,2816.0,3.0,4.0,1293040,6
Residential,Single Family Dwelling,Good,Good,Average,1977,1997,2702.0,4.0,3.0,1414550,6
Residential,Single Family Dwelling,Good,Excellent,Good,2011,2011,3230.0,5.0,4.0,2030670,6
Residential,Four Plex,Average,,Fair Plus,1976,1976,959.0,2.0,1.0,495090,6
Residential,Four Plex,Average,,Fair Plus,1976,1976,2345.0,4.0,2.0,860340,6
Residential,Four Plex,Average,,Fair Plus,1978,1978,1069.0,3.0,1.5,561380,6
Residential,Four Plex,Average,,Fair Plus,1978,1978,1069.0,3.0,1.5,533310,6
Residential,Four Plex,Average,,Fair Plus,1980,1980,1057.0,3.0,1.7,589850,6
Residential,Four Plex,Average,,Fair Plus,1980,1980,1057.0,3.0,1.7,533670,6
Residential,Four Plex,Average,,Fair Plus,1980,1980,1063.0,3.0,1.7,535540,6
Residential,Four Plex,Average,,Fair Plus,1980,1980,1063.0,3.0,1.7,535540,6
Residential,Four Plex,Average,,Fair Plus,1978,1978,1582.0,3.0,1.5,679480,6
Residential,Four Plex,Average,,Fair Plus,1978,1978,1583.0,3.0,1.5,715530,6
Residential,Four Plex,Average,,Fair Plus,1980,1980,1781.0,3.0,2.0,736730,6
Residential,Four Plex,Average,,Fair Plus,1980,1980,1581.0,3.0,2.0,581770,6
Residential,Four Plex,Average,,Fair Plus,1980,1980,1791.0,3.0,2.0,739280,6
Residential,Four Plex,Average,,Fair Plus,1980,1980,1649.0,3.0,2.0,702490,6
Residential,Multiple Unit,Average,,Fair Plus,1979,1980,872.0,2.0,2.0,521450,6
Residential,Multiple Unit,Average,,Fair Plus,1979,1980,1171.0,3.0,2.0,610030,6
Residential,Multiple Unit,Average,,Fair Plus,1979,1980,1171.0,3.0,2.0,579530,6
Residential,Multiple Unit,Average,,Fair Plus,1979,1980,872.0,2.0,1.5,521450,6
Residential,Multiple Unit,Average,,Fair Plus,1979,1980,1178.0,3.0,2.5,612280,6
Residential,Multiple Unit,Average,,Fair Plus,1979,1980,1178.0,3.0,3.0,612280,6
Residential,Multiple Unit,Average,,Fair Plus,1979,1980,880.0,2.0,2.2,498190,6
Residential,Multiple Unit,Average,,Fair Plus,1979,1980,625.0,1.0,1.0,403230,6
Residential,Multiple Unit,Average,,Fair Plus,1979,1980,1001.0,2.0,1.5,525990,6
Residential,Multiple Unit,Average,,Fair Plus,1979,1980,1001.0,2.0,1.5,525990,6
Residential,Multiple Unit,Average,,Fair Plus,1979,1980,625.0,1.0,1.0,403230,6
Residential,Multiple Unit,Average,,Fair Plus,1979,1980,829.0,1.0,1.0,480140,6
Residential,Multiple Unit,Average,,Fair Plus,1979,1980,829.0,2.0,1.0,480140,6
Residential,Single Family Dwelling,Average,Average,Average,1980,1992,1470.0,3.0,2.0,1032520,6
Residential,Single Family Dwelling,Good,Good,Good,1981,2001,2016.0,3.0,3.0,1948920,6
Residential,Single Family Dwelling,Good,,Good,2012,2012,2767.0,3.0,4.0,2040590,6
